"Numbering","Source","HusbandName","HusbandTribe ","HusbandSubtribe1","HusbandSubtribe2","HusbandGeneration","WifeTribe","WifeSubtribe1","WifeSubtribe2","WifeSubtribe3","WifeSubtribe4",,"WifeGeneration","Sons","Daughters","H Lat","H Lng","W Lat","W Lng"
701,"NQ116","الوليد بن عبد الملك بن مروان","Quraysh","Qusayy","Umayyad","Marwanid",8,"عزة بنت عبد العزيز بن عبد الله بن عمرو بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",,10,,,,,
1108,"NQ180","الوليد بن عبد الملك بن مروان","Quraysh","Qusayy","Umayyad","Marwanid",8,"آمنة بنت سعيد بن العاصى بن سعيد بن العاصى بن امية","Quraysh","Qusayy","Umayyad",,,8,,,,,
2042,"NQ385","الوليد بن عبد الملك بن مروان","Quraysh","Qusayy","Umayyad","Marwanid",8,"فاطمة بنت عبد الله بن مطيع بن الاسود بن حارثة بن نضلة بن عوف بن عبيد بن عويج بن عدى بن كعب","Quraysh","Adi b. Ka'b",,,,7,,,,,
1012,"NQ165","الوليد بن عبد الملك بن مروان بن الحكم بن ابو العاصى بن امية","Quraysh","Qusayy","Umayyad","Marwanid",8,"ام البنين بنت عبد العزيز بن مروان","Quraysh","Qusayy","Umayyad","Marwanid",,8,2,1,,,
702,"NQ116","بكار بن عبد الملك بن مروان","Quraysh","Qusayy","Umayyad","Marwanid",8,"عزة بنت عبد العزيز بن عبد الله بن عمرو بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",,10,1,,,,
1645,"NQ310","بكار بن عبد الملك بن مروان","Quraysh","Qusayy","Umayyad","Marwanid",8,"رعيطة بنت المغیرة بن عبد الرحمن بن الحارث","Quraysh","Makhzum",,,,8,,,,,
1062,"NQ169","سعيد بن عبد الملك بن مروان","Quraysh","Qusayy","Umayyad","Marwanid",8,"رملة بنت محمد بن مروان بن الحكم","Quraysh","Qusayy","Umayyad","Marwanid",,8,,,,,
1011,"NQ165","سليمان بن داود بن مروان","Quraysh","Qusayy","Umayyad","Marwanid",8,"فاطمة بنت عبد الملك بن مروان بن الحكم بن ابو العاصى بن امية","Quraysh","Qusayy","Umayyad","Marwanid",,8,2,,,,
1050,"NQ168","سليمان بن عبد الملك","Quraysh","Qusayy","Umayyad","Marwanid",8,"ام الحكم بنت عبد العزيز بن مروان بن الحكم","Quraysh","Qusayy","Umayyad","Marwanid",,8,,,,,
848,"NQ133","سليمان بن عبد الملك","Quraysh","Qusayy","Umayyad","Marwanid",8,"امة بنت الولید بن عتبة بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",,8,,,,,
757,"NQ121","سليمان بن عبد الملك بن مروان","Quraysh","Qusayy","Umayyad","Marwanid",8,"عائشة بنت الوليد بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid","عائشة بنت الوليد بن عثمان بن عفان",8,,,,,
1017,"NQ165","سليمان بن عبد الملك بن مروان بن الحكم بن ابو العاصى بن امية","Quraysh","Qusayy","Umayyad","Marwanid",8,"ام يزيد بنت عبد الله بن يزيد بن معاوية","Quraysh","Qusayy","Umayyad","Sufyanid",,9,3,,,,
1018,"NQ166","سليمان بن عبد الملك بن مروان بن الحكم بن ابو العاصى بن امية","Quraysh","Qusayy","Umayyad","Marwanid",8,"عائشة بنت عبد الله بن عمرو بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",,9,2,,,,
1016,"NQ165","سليمان بن عبد الملك بن مروان بن الحكم بن ابو العاصى بن امية","Quraysh","Qusayy","Umayyad","Marwanid",8,"ام ابان بنت ابان بن الحكم بن ابو العاص","Quraysh","Qusayy","Umayyad",,,7,1,,,,
1019,"NQ166","سليمان بن عبد الملك بن مروان بن الحكم بن ابو العاصى بن امية","Quraysh","Qusayy","Umayyad","Marwanid",8,"ام عمرو بنت عبد الله بن خالد بن اسيد بن ابو العيص","Quraysh","Qusayy","Umayyad",,,7,1,,,,
171,"NQ30","عبد الله بن عبد الملك بن مروان","Quraysh","Qusayy","Umayyad","Marwanid",8,"ريطة بنت عبيد الله بن عبد الله/عبد الحجر بن عبد المدان بن الديان بن قطن بن زياد بن الحارث بن مالك بن ربيعة بن كعب بن الحارث بن كعب بن عمرو بن علة بن جلد","Yemen","Madhhij","Harith b. Ka'b",,,,,,,,
1010,"NQ165","عمر بن عبد العزيز","Quraysh","Qusayy","Umayyad","Marwanid",8,"فاطمة بنت عبد الملك بن مروان بن الحكم بن ابو العاصى بن امية","Quraysh","Qusayy","Umayyad","Marwanid",,8,2,,,,
1525,"NQ285","عمر بن عبد العزيز بن مروان","Quraysh","Qusayy","Umayyad","Marwanid",8,"ام ابيها بنت ابراهيم بن محمد بن طلحة بن عبيد الله ","Quraysh","Taym b. Murra",,,,8,,,,,
1051,"NQ168","هشام بن عبد الملك","Quraysh","Qusayy","Umayyad","Marwanid",8,"ام الحكم بنت عبد العزيز بن مروان بن الحكم","Quraysh","Qusayy","Umayyad","Marwanid",,8,,,,,
1082,"NQ172","هشام بن عبد الملك","Quraysh","Qusayy","Umayyad","Marwanid",8,"ام الحكم بنت يحيى بن الحكم بن ابو العاصى","Quraysh","Qusayy","Umayyad",,,7,,,,,
1035,"NQ167","هشام بن عبد الملك بن مروان","Quraysh","Qusayy","Umayyad","Marwanid",8,"عبدة بنت الاسوار بن يزيد بن معاوية","Quraysh","Qusayy","Umayyad","Sufyanid",,8,1,1,,,
691,"NQ115","هشام بن عبد الملك بن مروان","Quraysh","Qusayy","Umayyad","Marwanid",8,"ام سعيد بنت عبد الله بن عمرو بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",,9,,,,,
1037,"NQ167","هشام بن عبد الملك بن مروان","Quraysh","Qusayy","Umayyad","Marwanid",8,"ام عثمان بنت سعيد بن خالد بن عمرو بن عثمان","Quraysh","Qusayy","Umayyad","Uthmanid",,10,1,,,,
689,"NQ115","هشام بن عبد الملك بن مروان","Quraysh","Qusayy","Umayyad","Marwanid",8,"رقية بنت عبد الله بن عمرو بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",,9,,1,,,
1031,"NQ167","هشام بن عبد الملك بن مروان","Quraysh","Qusayy","Umayyad","Marwanid",8,"ام حكيم بنت يحيى بن الحكم بن ابو العاصى","Quraysh","Qusayy","Umayyad",,,7,3,2,,,
1079,"NQ171","هشام بن عبد الملك بن مروان","Quraysh","Qusayy","Umayyad","Marwanid",8,"آمنة بنت يحيى بن الحكم بن ابو العاصى","Quraysh","Qusayy","Umayyad",,,7,,,,,
196,"NQ32","وليد بن عبد الملك بن مروان","Quraysh","Qusayy","Umayyad","Marwanid",8,"نفيسة بنت زيد بن حسن بن على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid","Hasanid",8,,,,,
1029,"NQ167","يحيى بن عبد الله بن مروان بن الحكم","Quraysh","Qusayy","Umayyad","Marwanid",8,"ام الحجاج بنت الوليد بن يزيد بن عبد الملك بن مروان بن الحكم بن ابو العاصى بن امية","Quraysh","Qusayy","Umayyad","Marwanid",,10,,,,,
690,"NQ115","يزيد بن عبد الملك بن مروان","Quraysh","Qusayy","Umayyad","Marwanid",8,"ام سعيد بنت عبد الله بن عمرو بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",,9,1,2,,,
1489,"NQ278","يزيد بن عبد الملك بن مروان بن الحكم بن ابو العاصى بن امية","Quraysh","Qusayy","Umayyad","Marwanid",8,"عائشة بنت طلحة بن عبيد الله","Quraysh","Taym b. Murra",,,,6,,,,,
1021,"NQ167","يزيد بن عبد الملك بن مروان بن الحكم بن ابو العاصى بن امية","Quraysh","Qusayy","Umayyad","Marwanid",8,"ام الحجاج بنت محمد بن يوسف بن الحكم بن ابو عقيل بن مسعود بن عامر بن معتب","Thaqif",,,,,,2,1,,,
1070,"NQ170","يزيد بن محمد بن مروان","Quraysh","Qusayy","Umayyad","Marwanid",8,"ام القاسم بنت عبد الملك بن الحارث بن الحكم بن ابو العاصى","Quraysh","Qusayy","Umayyad",,,8,,,,,
827,"NQ131","ابو بكر بن يزيد بن عبد الملك بن مروان","Quraysh","Qusayy","Umayyad","Marwanid",9,"امة الحميد بنت عبد الله بن يزيد بن معاوية","Quraysh","Qusayy","Umayyad","Sufyanid",,9,,,,,
1642,"NQ310","الحكم بن ابو بكر بن عبد العزيز بن مروان بن الحكم","Quraysh","Qusayy","Umayyad","Marwanid",9,"أمة الحميد بنت المغیرة بن عبد الرحمن بن الحارث","Quraysh","Makhzum",,,,8,,,,,
350,"NQ59","العباس بن الوليد بن عبد الملك بن مروان","Quraysh","Qusayy","Umayyad","Marwanid",9,"ربيحة بنت عبد الله بن عثمان بن عبد الله بن حكيم بن حزام بن خويلد","Quraysh","Qusayy","Asad",,,9,,,,,
1026,"NQ167","الوليد بن يزيد بن عبد الملك بن مروان بن الحكم بن ابو العاصى بن امية","Quraysh","Qusayy","Umayyad","Marwanid",9,"عاتكة بنت عثمان بن محمد بن عثمان بن محمد بن ابو سفيان","Quraysh","Qusayy","Umayyad","Sufyanid",,10,1,,,,
1030,"NQ167","الوليد بن يزيد بن عبد الملك بن مروان بن الحكم بن ابو العاصى بن امية","Quraysh","Qusayy","Umayyad","Marwanid",9,"ام عبد الملك بنت سعيد بن خالد بن عمرو بن عثمان","Quraysh","Qusayy","Umayyad","Uthmanid",,10,1,,,,
1076,"NQ171","ايوب بن سليمان بن عبد الملك بن مروان","Quraysh","Qusayy","Umayyad","Marwanid",9,"مليكة بنت ابان بن الحكم بن ابو العاصى","Quraysh","Qusayy","Umayyad",,,7,,,,,
1086,"NQ172","بشر بن الوليد بن عبد الملك","Quraysh","Qusayy","Umayyad","Marwanid",9,"ام عبد الله بنت حبيب بن الحكم بن ابو العاصى","Quraysh","Qusayy","Umayyad",,,7,1,,,,
1025,"NQ167","عبد الرحمن بن سليمان بن عبد الملك","Quraysh","Qusayy","Umayyad","Marwanid",9,"ام كلثوم بن يزيد بن عبد الملك بن مروان بن الحكم بن ابو العاصى بن امية","Quraysh","Qusayy","Umayyad","Marwanid",,9,,,,,
1081,"NQ171","عبد العزيز بن الوليد بن عبد الملك بن مروان بن الحكم بن ابو العاصى بن امية","Quraysh","Qusayy","Umayyad","Marwanid",9,"ام الحكم بنت يحيى بن الحكم بن ابو العاصى","Quraysh","Qusayy","Umayyad",,,7,,,,,
1146,"NQ192","عبد العزيز بن الوليد بن عبد الملك بن مروان بن الحكم بن ابو العاصى بن امية","Quraysh","Qusayy","Umayyad","Marwanid",9,"ام محمد بنت عبد الله بن خالد بن اسيد بن ابو العيص بن امية بن عبد شمس","Quraysh","Qusayy","Umayyad",,,8,,,,,
1015,"NQ165","عبد العزيز بن الوليد بن عبد الملك بن مروان بن الحكم بن ابو العاصى بن امية","Quraysh","Qusayy","Umayyad","Marwanid",9,"ميمونة بنت عبد الرحمن بن عبد الله بن عبد الرحمن بن ابو بكر","Quraysh","Taym b. Murra",,,,9,2,,,,
1034,"NQ167","عبد الله بن مروان بن محمد بن مروان بن الحكم","Quraysh","Qusayy","Umayyad","Marwanid",9,"ام هشام بنت هشام بن عبد الملك بن مروان","Quraysh","Qusayy","Umayyad","Marwanid",,9,,,,,
1085,"NQ172","عمر بن الوليد بن عبد الملك","Quraysh","Qusayy","Umayyad","Marwanid",9,"ام عبد الله بنت حبيب بن الحكم بن ابو العاصى","Quraysh","Qusayy","Umayyad",,,7,4,,,,
1022,"NQ166","محمد بن الوليد بن عبد الملك","Quraysh","Qusayy","Umayyad","Marwanid",9,"عاتكة بنت يزيد بن عبد الملك بن مروان بن الحكم بن ابو العاصى بن امية","Quraysh","Qusayy","Umayyad","Marwanid",,9,,,,,
711,"NQ117","محمد بن هشام بن عبد الملك بن مروان","Quraysh","Qusayy","Umayyad","Marwanid",9,"رقية الكبرى بنت محمد الاصغر بن عبد الله بن عمرو بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",,10,,,,,
1723,"NQ330","مسلمة بن هشام بن عبد الملك","Quraysh","Qusayy","Umayyad","Marwanid",9,"يعقوب بن سلمة بن عبد الله بن الوليد بن الوليد بن المغيرة","Quraysh","Makhzum",,,,9,,,,,
828,"NQ131","معاوية بن هشام بن عبد الملك","Quraysh","Qusayy","Umayyad","Marwanid",9,"امة الحميد بنت عبد الله بن يزيد بن معاوية","Quraysh","Qusayy","Umayyad","Sufyanid",,9,,,,,
1045,"NQ168","معاوية بن هشام بن عبد الملك بن مروان","Quraysh","Qusayy","Umayyad","Marwanid",9,"ام عبد الله بنت عبد العزيز بن الحارث بن الحكم","Quraysh","Qusayy","Umayyad",,,8,1,,,,
1633,"NQ309","معاوية بن هشام بن عبد الملك بن مروان","Quraysh","Qusayy","Umayyad","Marwanid",9,"ام عمرو بنت محمد بن عمر بن عبد الرحمن بن الحارث بن هشام بن المغيرة بن عبد الله بن عمر بن مخزوم بن يقظة بن مرة بن كعب بن لؤى بن غالب بن فهر","Quraysh","Makhzum",,,,9,,,,,
1032,"NQ167","يزيد بن الوليد بن عبد الملك","Quraysh","Qusayy","Umayyad","Marwanid",9,"ام هشام بنت هشام بن عبد الملك بن مروان","Quraysh","Qusayy","Umayyad","Marwanid",,9,,,,,
1043,"NQ168","عبد العزيز بن الحجاج بن عبد الملك","Quraysh","Qusayy","Umayyad","Marwanid",10,"ام سلمة بنت هشام بن عبد الملك بن مروان","Quraysh","Qusayy","Umayyad","Marwanid",,9,,,,,
1033,"NQ167","عبد الملك بن عبد العزيز بن الوليد","Quraysh","Qusayy","Umayyad","Marwanid",10,"ام هشام بنت هشام بن عبد الملك بن مروان","Quraysh","Qusayy","Umayyad","Marwanid",,9,,,,,
1649,"NQ310","عبد الملك بن عبد العزيز بن الوليد","Quraysh","Qusayy","Umayyad","Marwanid",10,"غاتكة بنت المغیرة بن عبد الرحمن بن الحارث","Quraysh","Makhzum",,,,8,,,,,
1042,"NQ168","محمد بن عبد الله بن عبد الملك","Quraysh","Qusayy","Umayyad","Marwanid",10,"زنيب بنت هشام بن عبد الملك بن مروان","Quraysh","Qusayy","Umayyad","Marwanid",,9,,,,,
1028,"NQ167","محمد بن يزيد بن الوليد بن عبد الملك","Quraysh","Qusayy","Umayyad","Marwanid",10,"ام الحجاج بنت الوليد بن يزيد بن عبد الملك بن مروان بن الحكم بن ابو العاصى بن امية","Quraysh","Qusayy","Umayyad","Marwanid",,10,,,,,
