"Numbering","Source","HusbandName","HusbandTribe ","HusbandSubtribe1","HusbandSubtribe2","HusbandSubtribe3",,"HusbandGeneration ","WifeName","WifeTribe","WifeSubtribe1","WifeSubtribe2","WifeSubtribe3","WifeSubtribe4","WifeGeneration","Sons","Daughters","H Lat","H Lng","W Lat","W Lng"
471,"NQ75","محمد بن على بن ابو طالب","Quraysh","Qusayy","Hashim",,,6,"جمال بنت قيس بن مخرمة بن المطلب بن عبد مناف بن قصى","Quraysh","Qusayy",,,,5,1,,,,,
473,"NQ76","محمد بن على بن ابو طالب","Quraysh","Qusayy","Hashim",,,6,"الشهباء ام عبد الرحمن بنت عبد الرحمن بن نوفل (بن الحارث بن عبد المطلب NQ86)","Quraysh","Qusayy","Hashim",,,7,2,4,,,,
476,"NQ76","محمد بن على بن ابو طالب","Quraysh","Qusayy","Hashim",,,6,"ام جعفر بنت محمد بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim",,,7,2,,,,,
478,"NQ76","ابو هاشم عبد الله بن محمد بن على","Quraysh","Qusayy","Hashim",,,7,"فاطمة بنت محمد بن عبيد الله بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,7,1,1,,,,
480,"NQ76","ابو هاشم عبد الله بن محمد بن على","Quraysh","Qusayy","Hashim",,,7,"ام الحارث بنت الحارث بن نوفل بن الحارث (بن عبد المطلب)","Quraysh","Qusayy","Hashim",,,7,,2,,,,
481,"NQ76","عبيد الله بن على بن محمد بن على","Quraysh","Qusayy","Hashim",,,8,"لبابة بنت عبد الله بن محمد بن على","Quraysh","Qusayy","Hashim","Alid",,8,,,,,,
485,"NQ77","جعفر بن اسحاق بن على بن عبد الله بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim",,,9,"فاطمة بنت على بن محمد بن على","Quraysh","Qusayy","Hashim","Alid",,8,1,,,,,
486,"NQ77","الحسن بن على بن محمد بن على","Quraysh","Qusayy","Hashim",,,8,"لبابة بنت عبد الله بن محمد بن على","Quraysh","Qusayy","Hashim","Alid",,8,1,,,,,
487,"NQ77","على بن الحسن بن على بن محمد بن على","Quraysh","Qusayy","Hashim",,,9,"علية بنت عون بن على بن محمد بن على","Quraysh","Qusayy","Hashim","Alid",,9,1,,,,,
490,"NQ77","محمد بن عون بن على بن محمد بن على","Quraysh","Qusayy","Hashim",,,9,"صفية بنت محمد بن مصعب بن الزبير","Quraysh","Qusayy","Asad","Zubayrid",,8,1,2,,,,
491,"NQ77","القاسم بن محمد بن على","Quraysh","Qusayy","Hashim",,,7,"ام يعقوب بنت جعفر بن يعقوب بن عبد الله بن ربيعة بن الحارث بن عبد المطلب","Quraysh","Qusayy","Hashim",,,9,2,1,,,,
495,"NQ78","عالى بن القاسم بن محمد بن على","Quraysh","Qusayy","Hashim",,,8,"ابنة المطلب بن عبد الله بن المطلب بن عبد الله بن المطلب بن حنطب","Quraysh","Makhzum",,,,,,1,,,,
502,"NQ78","عبد الله بن جعفر الاصغر بن محمد بن على","Quraysh","Qusayy","Hashim",,,8,"امينة الكبرى بنت حسين بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,1,,,,,
504,"NQ78","يحيى بن محمد بن على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim",,,8,"اسماء بنت عون بن محمد بن عاى","Quraysh","Qusayy","Hashim","Alid",,8,,,,,,
509,"NQ79","عبيد الله بن العباس بن على","Quraysh","Qusayy","Hashim",,,7,"ام ابيها بنت عبد الله بن معبد بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,7,1,1,,,,
513,"NQ79","الحسن بن عبيد الله بن العباس بن على","Quraysh","Qusayy","Hashim",,,8,"ام الحارث بنت الفضل بن عباس بن ربيعة بن الحارث بن عبد المطلب","Quraysh","Qusayy","Hashim",,,8,3,,,,,
514,"NQ80","عمر بن على","Quraysh","Qusayy","Hashim",,,6,"اسماء بنت عقيل بن ابو طالب","Quraysh","Qusayy","Hashim",,,6,2,1,,,,
518,"NQ80","عبد الله بن محمد بن عمر بن على بن ابو طالب","Quraysh","Qusayy","Hashim",,,9,"ام الحسين بنت عبد الله بن محمد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,2,1,,,,
519,"NQ80","عبيد الله بن محمد بن عمر بن على بن ابو طالب","Quraysh","Qusayy","Hashim",,,9,"بنت الحسن بن الزبير بن الوليد بن سعيد بن نوفل بن الحارث بن عبد المطلب","Quraysh","Qusayy","Hashim",,,10,2,,,,,
525,"NQ82","القاسم بن محمد بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim",,,7,"ام كلثوم بنت عبد الله بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim",,,7,,1,,,,
529,"NQ83","على بن ابو طالب","Quraysh","Qusayy","Hashim",,,5,"فاطمة بنت النبى","Quraysh","Qusayy","Hashim",,,6,,1,,,,
549,"NQ85","الحارث بن عبد المطلب","Quraysh","Qusayy","Hashim",,,4,"عدىة بنت قيس بن طريف بن عبد العزى بن عامرة بن عميرة بن وديعة بن الحارث بن فهر","Quraysh","Harith b. Fihr",,,,2,6,1,,,,
552,"NQ86","الحارث بن نوفل بن الحارث بن عبد المطلب","Quraysh","Qusayy","Hashim",,,6,"هند بنت ابو سفيان بن حرب","Quraysh","Qusayy","Umayyad","Sufyanid",,6,1,,,,,
555,"NQ86","عبد الله بن الحارث بن نوفل","Quraysh","Qusayy","Hashim",,,7,"خلدة بنت معتب بن ابو لهب بن عبد المطلب بن هاشم","Quraysh","Qusayy","Hashim",,,6,1,,,,,
557,"NQ87","عبد الله بن الحارث بن نوفل","Quraysh","Qusayy","Hashim",,,7,"هند بنت خالد بن حزام بن خويلد بن عبد العزى","Quraysh","Qusayy","Asad",,,"5(6)",1,,,,,
558,"NQ87","ربيعة بن الحارث بن عبد المطلب ","Quraysh","Qusayy","Hashim",,,5,"ام الحكم بنت الزبير بن عبد المطلب","Quraysh","Qusayy","Hashim",,,5,9,2,,,,
565,"NQ88","العباس بن ربيعة بن الحارث بن عبد المطلب","Quraysh","Qusayy","Hashim",,,6,"امة الله بنت مسعود بن سويد بن حارثة بن نضلة بن عون بن عبيد بن عويج بن عدى بن كعب","Quraysh","Adi b. Ka'b",,,,6,3,,,,,
569,"NQ90","ابو صيفى بن هاشم بن عبد مناف بن قصى","Quraysh","Qusayy","Hashim",,,3,"هالة بنت كلدة بن عبد مناف بن عبد الدار بن قصى","Quraysh","Qusayy","Abd al-Dar",,,4,1,1,,,,
572,"NQ91","نضلة بن هاشم","Quraysh","Qusayy","Hashim",,,3,"بنت المطلب بن عبد مناف بن قصى","Quraysh","Qusayy",,,,3,1,,,,,
573,"NQ91","الارقم بن نضلة بن هاشم","Quraysh","Qusayy","Hashim",,,4,"خلدة بنت اسد بن هاشم","Quraysh","Qusayy","Hashim",,,4,,3,,,,
581,"NQ91","اسد بن هاشم","Quraysh","Qusayy","Hashim",,,3,"فاطمة بنت هرم بن رواحة بن حجير بن عبد بن معيص بن عامر بن لؤى","Quraysh","Amir b. Lu'ayy",,,,3,,1,,,,
583,"NQ91","حنين بن اسد بن هاشم","Quraysh","Qusayy","Hashim",,,5,"Unnamed","Quraysh","Zuhra",,,,,1,,,,,
633,"NQ100","محمد النبى","Quraysh","Qusayy","Hashim",,,5,"ام حبيبة بنت ابو سفيان بن حرب","Quraysh","Qusayy","Umayyad","Sufyanid",,5,,,,,,
677,"NQ114","المهدى","Quraysh","Qusayy","Hashim",,,9,"رقية بنت عمرو بن خالد بن عبد الله بن عمرو بن عثمان","Quraysh","Qusayy","Umayyad","Uthmanid",,11,1,,,,,
712,"NQ117","ابراهيم بن عبد الله بن حسن بن على بن ابو طالب","Quraysh","Qusayy","Hashim",,"Hasanid",8,"رقية الصغرى بنت محمد الاصغر بن عبد الله بن عمرو بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",,10,,,,,,
713,"NQ117","محمد بن ابراهيم بن على بن عبيد الله بن عباس","Quraysh","Qusayy","Hashim",,,8,"رقية الصغرى بنت محمد الاصغر بن عبد الله بن عمرو بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",,10,,,,,,
734,"NQ119","هارون الرشيد بن المهدى بن المنصور بن محمد بن على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim",,,10,"عائشة بنت عبد الله بن سعيد بن المغيرة بن عمرو بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",,11,,,,,,
735,"NQ119","المنصور بن المهدى","Quraysh","Qusayy","Hashim",,,10,"عائشة بنت عبد الله بن سعيد بن المغيرة بن عمرو بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",,11,,,,,,
775,"NQ123","ابو لهب/عبد العزى بن عبد المطلب","Quraysh","Qusayy","Hashim",,,4,"ام جميل بنت حرب بن امية بن عبد شمس","Quraysh","Qusayy","Umayyad",,,5,,,,,,
972,"NQ158","على بن ابو طالب","Quraysh","Qusayy","Hashim",,,5,"امامة بنت ابو العاصى بن الربيع بن عبد العزى بن عبد شمس","Quraysh","Qusayy","Abd Shams",,,6,,,,,,
1182,"NQ202","عبد الله بن الفضل بن عباس بن ربيعة بن الحارث بن عبد المطلب","Quraysh","Qusayy","Hashim",,,8,"عبيدة بنت عبيد الله بن عدى الاكبر بن الخيار بن عدى بن نوفل بن عبد مناف","Quraysh","Qusayy","Nawfal",,,7,,"Girls",,,,
1476,"NQ276","محمد النبى","Quraysh","Qusayy","Hashim",,,5,"عائشة بنت  ابو بكر الصديق بن ابو قحافة بن عامر بن عمرو بن كعب بن سعد بن تيم بن مرة","Quraysh","Taym b. Murra",,,,6,,,,,,
1535,"NQ287","المنصور بن محمد بن على بن عبد الله","Quraysh","Qusayy","Hashim",,,7,"فاطمة بنت محمد بن محمد بن عيسى بن طلحة بن عبيد الله بن عثمان بن عمرو بن كعب بن سعد بن تيم","Quraysh","Taym b. Murra",,,,9,3,,,,,
1641,"NQ310","جعفر بن سليمان بن على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim",,,8,"ربيحة بنت المغیرة بن عبد الرحمن بن الحارث","Quraysh","Makhzum",,,,8,,,,,,
1662,"NQ312","على بن ابو طالب","Quraysh","Qusayy","Hashim",,,5,"جويرية بنت ابو جهل بن هشام بن المغيرة  (بن عبدالله بن عمر بن مخزوم)","Quraysh","Makhzum",,,,6,,,,,,
1668,"NQ315","صالح بن على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim",,,8,"حفصة بنت عبد الرحمن بن الحارث بن خالد بن العاصى بن هشام بن المغيرة","Quraysh","Makhzum",,,,9,,,,,,
1675,"NQ316","محمد النبى","Quraysh","Qusayy","Hashim",,,5,"ام سلمة بنت ابو امية بن المغيرة","Quraysh","Makhzum",,,,5,,,,,,
1724,"NQ330","عبد الله بن محمد بن على بن عبد الله بن عباس","Quraysh","Qusayy","Hashim",,,8,"يعقوب بن سلمة بن عبد الله بن الوليد بن الوليد بن المغيرة","Quraysh","Makhzum",,,,9,1,1,,,,
1725,"NQ330","محمد بن عبد الله بن محمد بن على بن عبد الله بن عباس","Quraysh","Qusayy","Hashim",,,9,"ريطة بنت عبد الله بن محمد بن على بن عبد الله بن عباس ","Quraysh","Qusayy","Hashim","Abbasid",,9,2,,,,,
1832,"NQ348","محمد النبى","Quraysh","Qusayy","Hashim",,,5,"حفصة بنت عمر بن الخطاب","Quraysh","Adi b. Ka'b",,,,7,,,,,,
1870,"NQ357","داوود بن علي بن عبد الله بن العباس بن عبد المطلب","Quraysh","Qusayy","Hashim",,,7,"ام عبد الرحمن بنت عبد الله بن عبد الله بن عمر بن الخطاب بن نفيل بن عبد العزى بن رياح بن عبد الله بن قرط بن رزاح بن عدى بن كعب بن لؤى بن غالب بن فهر","Quraysh","Adi b. Ka'b",,,,9,,,,,,
1884,"NQ359","عبد الله ابو الكرام بن محمد بن على بن عبد الله بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim",,,9,"آمنة الكبرى بنت عبد العزيز بن عبد الله بن عبد الله بن عمر بن الخطاب بن نفيل بن عبد العزى بن رياح بن عبد الله بن قرط بن رزاح بن عدى بن كعب بن لؤى بن غالب بن فهر","Quraysh","Adi b. Ka'b",,,,10,,,,,,
2102,"NQ398","جعفر بن عبد الله بن الحسين بن على بن الحسين بن على بن ابو طالب","Quraysh","Qusayy","Hashim",,"Husaynid",10,"ام اياس بنت محمد بن مسلم بن مرة بن ابو عزة بن عبد الله بن عمير بن اهيب بن حذافة بن جمح","Quraysh","Jumah",,,,9,,,,,,
2218,"NQ420","الحسين بن على بن ابو طالب","Quraysh","Qusayy","Hashim",,"Husaynid",6,"هند بنت سهيل بن عمرو بن عبد شمس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,5,,,,,,
2236,"NQ422","محمد النبى","Quraysh","Qusayy","Hashim",,,5,"سودة بنت زمعة بن قيس","Quraysh","Amir b. Lu'ayy",,,,5,,,,,,
237,"NQ42","على بن ابو طالب","Quraysh","Qusayy","Hashim",,,5,"الصهباء/ام حبيب بنت ربيعة ","Taghlib",,,,,,1,1,,,,
241,"NQ44","عبد الله بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim",,,6,"ليلى بنت مسعود بن خالد بن مالك بن ربعى بن سلمى بن جندل بن نشهل بن دارم","Tamim",,,,,,1,2,,,,
179,"NQ31","العباس/العنق بن عبد الله بن عباس بن عبد المطلب","Quraysh","Qusayy","Hashim",,,6,"مريم بنت عباد بن مسعود بن خالد بن مالك بن ربعى بن سلمى بن جندل بن نشهل بن دارم","Tamim ",,,,,,,,,,,
536,"NQ83","على بن ابو طالب","Quraysh","Qusayy","Hashim",,,5,"ليلى بنت مسعود بن خالد بن مالك بن ربعى بن سلمى بن جندل بن نشهل","Tamim ",,,,,,2,,,,,
328,"NQ55","الحسن بن ابراهيم بن محمد بن عبد الله بن الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim",,"Hasanid",11,"Unnamed woman - zuima min Banu Tamim","Tamim  ",,,,,,1,,,,,
59,"NQ16","هاشم بن عبد مناف","Quraysh","Qusayy","Hashim",,,2,"ام عدىّ بنت حبيب بن الحارث بن مالك بن حطيط بن جشم بن قسىّ بن منبه بن بكر بن هوازن","Thaqif",,,,,,,1,,,,
246,"NQ44","على بن ابو طالب","Quraysh","Qusayy","Hashim",,,5,"ام سعيد بنت عروة بن مسعود بن معتب","Thaqif",,,,,,,2,,,,
304,"NQ53","محمد بن الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim",,"Hasanid",8,"تماضر بنت عبد الله بن عاصم بن عروة بن مسعود بن معتب بن مالك الثقفى","Thaqif",,,,,,,2,,,,
342,"NQ57","الحسين بن على بن ابو طالب","Quraysh","Qusayy","Hashim",,"Husaynid",6,"آمنة/ليلى بنت ابو مرة بن عروة بن مسعود بن معتب بن مالك بن معتب بن عمرو بن سعد بن عوف بن قسى","Thaqif",,,,,,1,,,,,
370,"NQ63","محمد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim",,"Husaynid",8,"ام حكيم بنت اسيد بن المغيرة بن الاخنس بن شريق الثقفى","Thaqif",,,,,,2,,,,,
145,"NQ28","فضل بن عباس","Quraysh","Qusayy","Hashim",,,5,"ام سلمة بنت محمية بن جزء الزبيدى","Yemen","Madhhij","Zubaidi",,,,,1,,,,
157,"NQ29","عبيد الله بن العباس بن عبد المطلب","Quraysh","Qusayy","Hashim",,,5,"عاثية بنت عبد الله/عبد الحجر بن عبد المدان بن الديان من بنو الحارث بن كعب","Yemen","Madhhij","Harith b. Ka'b",,,,,1,,,,
170,"NQ30","محمد بن على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim",,,7,"ريطة بنت عبيد الله بن عبد الله/عبد الحجر بن عبد المدان بن الديان بن قطن بن زياد بن الحارث بن مالك بن ربيعة بن كعب بن الحارث بن كعب بن عمرو بن علة بن جلد","Yemen","Madhhij","Harith b. Ka'b",,,,1,,,,,
184,"NQ31","عبيد الله بن عباس","Quraysh","Qusayy","Hashim",,,5,"عائشة بنت عبد الله بن عبد المدان بن الديان","Yemen","Madhhij","Harith b. Ka'b",,,,1,1,,,,
